step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFlaggedFraud,type_CASH_IN,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER,isFraud
497,424195.0521342281,424195.0521342281,0.0,0.0,424195.0521342281,0,False,True,False,False,False,1
427,1171751.17,1171751.17,0.0,0.0,1171751.17,0,False,True,False,False,False,1
166,980023.8435712944,980023.8435712944,0.0,331954.3417251823,1311978.1796419846,0,False,True,False,False,False,1
131,124057.58,124057.58,0.0,1594382.92,1718440.5,0,False,True,False,False,False,1
435,111164.81949386158,111164.81949386158,0.0,1032442.0633282382,1143606.8828220998,0,False,True,False,False,False,1
252,163447.04159821733,163447.04159821733,0.0,0.0,0.0,0,False,False,False,False,True,1
370,10179.32,112018.0,101838.68,0.0,0.0,0,False,False,False,True,False,0
153,115535.52,115535.52,0.0,0.0,0.0,0,False,False,False,False,True,1
307,67279.71,50664.0,0.0,0.0,67279.71,0,False,True,False,False,False,0
37,181857.38,2823.0,0.0,0.0,181857.38,0,False,True,False,False,False,0
457,173020.24,173020.24,0.0,95201.75,268221.99,0,False,True,False,False,False,1
107,87992.54003685025,87992.54003685025,0.0,0.0,0.0,0,False,False,False,False,True,1
694,257811.92,257811.92,0.0,0.0,0.0,0,False,False,False,False,True,1
328,2556230.0559798717,2556230.0559798717,0.0,0.0,2556230.0559798717,0,False,True,False,False,False,1
155,111713.53,15884.0,127597.53,0.0,0.0,0,True,False,False,False,False,0
619,3020786.481571896,3020786.481571896,0.0,0.0,0.0,0,False,False,False,False,True,1
22,7661.46,64909.0,57247.54,1856592.79,1864254.25,0,False,False,False,False,True,0
614,330884.88,517.0,0.0,896228.26,1227113.14,0,False,True,False,False,False,0
146,322329.78,322329.78,0.0,115917.67,438247.45,0,False,True,False,False,False,1
388,6703831.4,6703831.4,0.0,99114.49,6802945.89,0,False,True,False,False,False,1
302,45747.29,628.0,46375.29,2571666.58,2525919.29,0,True,False,False,False,False,0
507,1166263.013504461,1166263.013504461,0.0,0.0,0.0,0,False,False,False,False,True,1
20,852140.62,9613.0,0.0,1502584.19,2209134.19,0,False,False,False,False,True,0
219,37979.07116082551,37979.07116082551,0.0,199469.01298220427,237448.0841430298,0,False,True,False,False,False,1
60,11334.194621160292,11334.194621160292,0.0,0.0,0.0,0,False,False,False,False,True,1
40,315332.63,18976936.18,19292268.81,471967.29,156634.66,0,True,False,False,False,False,0
11,154606.83656485178,0.0,0.0,39122.00706126247,192396.86934243067,0,False,True,False,False,False,1
551,324732.7474058387,324732.7474058387,0.0,176299.39745985996,501032.1468211826,0,False,True,False,False,False,1
103,639468.22,639468.22,0.0,185390.74,824858.96,0,False,True,False,False,False,1
158,3537.63,14674.0,11136.37,0.0,0.0,0,False,False,False,True,False,0
247,286265.6686246524,286265.6686246524,0.0,0.0,286265.6686246524,0,False,True,False,False,False,1
250,19744.56,0.0,0.0,0.0,0.0,0,False,False,False,True,False,0
153,17747.33,9090.0,0.0,0.0,0.0,0,False,False,False,True,False,0
580,2898263.7216103864,2898263.7216103864,0.0,447308.0913232679,3345571.812933654,0,False,True,False,False,False,1
269,312351.4812449935,312351.4812449935,0.0,0.0,0.0,0,False,False,False,False,True,1
155,31645.04,10622.0,0.0,0.0,0.0,0,False,False,False,True,False,0
330,280815.82,73852.0,354667.82,1533002.67,1252186.84,0,True,False,False,False,False,0
218,7679692.180082394,7679692.180082394,0.0,0.0,0.0,0,False,False,False,False,True,1
178,174632.17,5258461.11,5433093.28,301119.18,126487.01,0,True,False,False,False,False,0
305,95404.1,789173.87,884577.97,2831768.46,2736364.36,0,True,False,False,False,False,0
405,28804.77,825204.6,796399.83,0.0,0.0,0,False,False,False,True,False,0
67,968103.1163236449,968103.1163236449,0.0,0.0,0.0,0,False,False,False,False,True,1
162,325737.95,156711.0,0.0,0.0,591885.28,0,False,True,False,False,False,0
407,203791.45,692839.02,896630.47,2693837.75,2490046.3,0,True,False,False,False,False,0
203,8359.37,56813.0,48453.63,0.0,0.0,0,False,False,False,True,False,0
239,2355.56,21061.0,18705.44,0.0,0.0,0,False,False,False,True,False,0
40,20989.03,26750.0,5760.97,371155.38,331112.49,0,False,True,False,False,False,0
631,653723.6088637898,653723.6088637898,0.0,1218297.7899508153,1872021.4086234497,0,False,True,False,False,False,1
279,6085.94,29827.35,23741.4,0.0,0.0,0,False,False,False,True,False,0
627,953529.64,953529.64,0.0,0.0,0.0,0,False,False,False,False,True,1
389,13867.524966803256,13867.524966803256,0.0,1080398.8543798702,1094266.385410589,0,False,True,False,False,False,1
564,114649.51862333555,114649.51862333555,0.0,0.0,0.0,0,False,False,False,False,True,1
40,391827.78,144.0,0.0,201010.63,592838.41,0,False,True,False,False,False,0
188,63843.11,0.0,0.0,1044503.04,1108346.15,0,False,True,False,False,False,0
206,34457.53,12153.0,0.0,4347342.35,4381799.88,0,False,True,False,False,False,0
525,203280.85,203280.85,0.0,0.0,0.0,0,False,False,False,False,True,1
100,1863963.6574001163,1863963.6574001163,0.0,10710.793360265088,1874674.4507603815,0,False,True,False,False,False,1
352,28248.51,10731.0,0.0,0.0,0.0,0,False,False,False,True,False,0
374,96366.28,1306615.21,1402981.49,554199.67,457833.39,0,True,False,False,False,False,0
484,137711.4599744164,137711.4599744164,0.0,0.0,137711.4599744164,0,False,True,False,False,False,1
327,2163326.4664967814,2163326.4664967814,0.0,0.0,2163326.4664967814,0,False,True,False,False,False,1
147,147087.63460718514,147087.63460718514,0.0,0.0,0.0,0,False,False,False,False,True,1
300,171475.74,194735.17,366210.91,1214816.13,1043340.39,0,True,False,False,False,False,0
460,127007.3421032826,127007.3421032826,0.0,0.0,0.0,0,False,False,False,False,True,1
408,6249639.088787009,6249639.088787009,0.0,0.0,6249639.088787009,0,False,True,False,False,False,1
663,188738.80876084784,188738.80876084784,0.0,0.0,0.0,0,False,False,False,False,True,1
66,821467.885871962,821467.885871962,0.0,5404012.364486392,6225480.2444195915,0,False,True,False,False,False,1
183,331808.06,0.0,0.0,2368497.67,2700305.73,0,False,True,False,False,False,0
138,97454.66,525.0,0.0,339012.78,436467.44,0,False,True,False,False,False,0
244,17269.587280593532,17269.587280593532,0.0,336013.2795151507,353282.87385650736,0,False,True,False,False,False,1
385,1059308.1965506554,1059308.1965506554,0.0,0.0,0.0,0,False,False,False,False,True,1
544,376616.41,3771530.32,4148146.73,13867220.13,13490603.71,0,True,False,False,False,False,0
330,3364.58,0.0,0.0,0.0,0.0,0,False,False,False,True,False,0
309,34079.37814601864,34079.37814601864,0.0,0.0,34079.37814601864,0,False,True,False,False,False,1
369,9558452.349172818,9558452.349172818,0.0,0.0,0.0,0,False,False,False,False,True,1
252,53368.54,3564218.49,3617587.03,200368.86,147000.32,0,True,False,False,False,False,0
64,31924.20981620206,31924.20981620206,0.0,200089.18338431246,232013.39320051455,0,False,True,False,False,False,1
188,210219.54,2908442.89,3118662.43,641613.97,431394.43,0,True,False,False,False,False,0
36,1684039.12,1684039.12,0.0,32961658.25,34645697.37,0,False,True,False,False,False,1
163,679.19,202951.0,202271.81,0.0,0.0,0,False,False,False,True,False,0
525,33765.06,165338.0,131572.94,0.0,0.0,0,False,False,False,True,False,0
121,130987.75,130987.75,0.0,0.0,0.0,0,False,False,False,False,True,1
41,5163.19,83891.55,78728.36,0.0,0.0,0,False,False,False,True,False,0
64,403972.70759411465,403972.70759411465,0.0,4.564643221466213,403977.2722373361,0,False,True,False,False,False,1
236,59795.18,8502.22,68297.41,5222944.36,5163149.18,0,True,False,False,False,False,0
687,210553.86,0.0,0.0,220624.45,431178.31,0,False,True,False,False,False,0
213,3569.12,85790.54,82221.41,0.0,0.0,0,False,False,False,True,False,0
556,730742.7852954197,730742.7852954197,0.0,0.0,0.0,0,False,False,False,False,True,1
397,3721295.882899152,3721295.882899152,0.0,0.0,0.0,0,False,False,False,False,True,1
358,302983.7355366885,302983.7355366885,0.0,0.0,0.0,0,False,False,False,False,True,1
363,54671.04859100916,54671.04859100916,0.0,0.0,54671.04859100916,0,False,True,False,False,False,1
284,23443.98,28112.0,4668.02,133565.38,157009.36,0,False,True,False,False,False,0
125,621569.61,621569.61,0.0,0.0,0.0,0,False,False,False,False,True,1
142,1035940.3936843058,1035940.3936843058,0.0,0.0,0.0,0,False,False,False,False,True,1
226,41670.32,165030.0,206700.32,35546.31,0.0,0,True,False,False,False,False,0
381,67948.58,19867.0,0.0,1761623.27,1829571.85,0,False,True,False,False,False,0
330,409925.65,182563.48,0.0,1274062.86,1683988.52,0,False,False,False,False,True,0
329,153327.5,618941.45,772268.95,847533.28,694205.78,0,True,False,False,False,False,0
249,133369.24,0.0,0.0,1009187.66,1142556.9,0,False,True,False,False,False,0
371,382495.64,14428.0,396923.64,916515.64,534020.0,0,True,False,False,False,False,0
132,191374.08,68319.0,259693.08,0.0,0.0,0,True,False,False,False,False,0
360,455940.16597378656,455940.16597378656,0.0,215807.34965511493,671747.5156289015,0,False,True,False,False,False,1
232,99325.38265849034,99325.38265849034,0.0,0.0,0.0,0,False,False,False,False,True,1
346,82793.69,47969.0,0.0,42759.31,125553.01,0,False,True,False,False,False,0
349,157198.75,13579638.86,13736837.61,2712525.4,2555326.65,0,True,False,False,False,False,0
271,1088.583047555981,1088.583047555981,0.0,1061769.2381423935,1062857.8211899498,0,False,True,False,False,False,1
501,8020192.15,8020192.15,0.0,2435.09,8022627.23,0,False,True,False,False,False,1
607,265680.73,265680.73,0.0,71851.62,337532.35,0,False,True,False,False,False,1
43,58056.28,51388.0,0.0,1009652.67,1067708.95,0,False,True,False,False,False,0
43,185832.85,10478.0,0.0,340877.78,526710.63,0,False,True,False,False,False,0
621,348751.45,348751.45,0.0,0.0,0.0,0,False,False,False,False,True,1
568,364211.86943423055,364211.86943423055,0.0,547974.7024349716,912186.5718692022,0,False,True,False,False,False,1
41,63567.95,112.0,63679.95,0.0,0.0,0,True,False,False,False,False,0
201,94.69,3012.0,2917.31,0.0,0.0,0,False,False,False,True,False,0
688,676913.69,676913.69,0.0,0.0,0.0,0,False,False,False,False,True,1
356,9026927.661672823,9026927.661672823,0.0,0.0,9026927.661672823,0,False,True,False,False,False,1
672,234787.38,234787.38,0.0,0.0,0.0,0,False,False,False,False,True,1
209,3285.57,0.0,0.0,0.0,0.0,0,False,False,False,True,False,0
156,93689.97,0.0,0.0,442509.61,536199.58,0,False,True,False,False,False,0
496,1369830.887616311,1369830.887616311,0.0,6861742.312133433,8231573.199749744,0,False,True,False,False,False,1
528,19075.43080784688,19075.43080784688,0.0,0.0,0.0,0,False,False,False,False,True,1
646,10000000.0,30399045.08,20399045.08,0.0,0.0,0,False,False,False,False,True,1
259,108653.25,0.0,0.0,676450.48,785103.73,0,False,True,False,False,False,0
157,16297.71,0.0,0.0,0.0,0.0,0,False,False,False,True,False,0
139,154030.61899983117,154030.61899983117,0.0,149669.51715193814,303700.1361517693,0,False,True,False,False,False,1
284,12123.73,0.0,0.0,0.0,0.0,0,False,False,False,True,False,0
229,2467237.256475355,2467237.256475355,0.0,0.0,0.0,0,False,False,False,False,True,1
712,537114.8718440237,537114.8718440237,0.0,7672.702119561725,544787.5652196986,0,False,True,False,False,False,1
229,236323.76,22427.0,0.0,4740858.98,5304833.46,0,False,True,False,False,False,0
427,395024.9861249744,395024.9861249744,0.0,421743.46189362113,816768.4495646404,0,False,True,False,False,False,1
423,905026.6104268754,905026.6104268754,0.0,0.0,0.0,0,False,False,False,False,True,1
706,23132.069695546088,23132.069695546088,0.0,0.0,0.0,0,False,False,False,False,True,1
322,9415.11,50311.0,40895.89,0.0,9415.11,0,False,True,False,False,False,0
34,282078.24,0.0,0.0,294184.43,576262.66,0,False,True,False,False,False,0
403,1192.53,0.0,0.0,0.0,0.0,0,False,False,False,True,False,0
566,65411.833143430806,65411.833143430806,0.0,0.0,0.0,0,False,False,False,False,True,1
35,89281.66,0.0,0.0,1394139.16,1483420.82,0,False,True,False,False,False,0
495,2123516.7618584936,2123516.7618584936,0.0,0.0,0.0,0,False,False,False,False,True,1
157,60666.03701589197,60666.03701589197,0.0,0.0,0.0,0,False,False,False,False,True,1
214,117894.96,0.0,0.0,2945788.65,3063683.61,0,False,False,False,False,True,0
497,262903.8808677612,262903.8808677612,0.0,576848.1912167291,839752.0720844901,0,False,True,False,False,False,1
522,51.59,0.0,0.0,0.0,0.0,0,False,False,False,True,False,0
245,9951156.210722217,9951156.210722217,0.0,12889668.3675016,22840824.57892082,0,False,True,False,False,False,1
380,330218.85,330218.85,0.0,0.0,0.0,0,False,False,False,False,True,1
212,12654.05,320192.5,307538.45,0.0,0.0,0,False,False,False,True,False,0
15,696763.08,696763.08,0.0,0.0,69861.26,0,False,False,False,False,True,1
392,1345055.1586186343,1345055.1586186343,0.0,0.0,0.0,0,False,False,False,False,True,1
300,78486.78,2869924.8,2948411.58,1310071.64,1231584.86,0,True,False,False,False,False,0
354,40971.65,0.0,0.0,322370.14,363341.78,0,False,True,False,False,False,0
606,240228.56443638992,240228.56443638992,0.0,6789317.375875384,7029545.940311774,0,False,True,False,False,False,1
156,7499.47,0.0,0.0,0.0,0.0,0,False,False,False,True,False,0
303,27585.48,0.0,0.0,0.0,0.0,0,False,False,False,True,False,0
379,23004.06,184.0,23188.06,242661.13,219657.07,0,True,False,False,False,False,0
397,79132.9878808537,79132.9878808537,0.0,0.0,0.0,0,False,False,False,False,True,1
284,12888.74,25311.0,12422.26,0.0,0.0,0,False,False,False,True,False,0
186,7909.28,0.0,0.0,81523.79,89433.07,0,False,True,False,False,False,0
59,120403.44193389405,120403.44193389405,0.0,0.0,120403.44193389405,0,False,True,False,False,False,1
522,222357.2356124283,222357.2356124283,0.0,0.0,0.0,0,False,False,False,False,True,1
637,50589.465816080155,50589.465816080155,0.0,0.0,0.0,0,False,False,False,False,True,1
408,2567602.1,2567602.1,0.0,0.0,2567602.1,0,False,True,False,False,False,1
691,62472.46,481.0,0.0,1104340.47,1166812.93,0,False,True,False,False,False,0
380,115466.27,51074.36,0.0,244979.6,360445.86,0,False,True,False,False,False,0
578,84171.46410314877,84171.46410314877,0.0,0.0,84171.46410314877,0,False,True,False,False,False,1
595,366104.9,83596.0,0.0,15195.0,381299.9,0,False,True,False,False,False,0
497,462441.03,462441.03,0.0,0.0,0.0,0,False,False,False,False,True,1
352,20415.15,442377.0,421961.85,0.0,0.0,0,False,False,False,True,False,0
307,16734.61,16734.61,0.0,0.0,0.0,0,False,False,False,False,True,1
329,541329.0596681926,541329.0596681926,0.0,0.0,541329.0596681926,0,False,True,False,False,False,1
210,50348.28,0.0,0.0,513841.98,564190.26,0,False,True,False,False,False,0
273,7347.251275945156,7347.251275945156,0.0,0.0,0.0,0,False,False,False,False,True,1
378,174198.0350660845,174198.0350660845,0.0,2345632.490373414,2519830.5254394985,0,False,True,False,False,False,1
182,33586.57,252935.51,219348.94,0.0,0.0,0,False,False,False,True,False,0
380,3749044.9784511467,3749044.9784511467,0.0,0.0,0.0,0,False,False,False,False,True,1
235,453979.26,0.0,0.0,1084001.21,1537980.47,0,False,False,False,False,True,0
230,2705440.280531557,2705440.280531557,0.0,0.0,0.0,0,False,False,False,False,True,1
597,2249528.853581729,2249528.853581729,0.0,830533.4871573126,3080062.3488338273,0,False,True,False,False,False,1
320,6655753.85625912,6655753.85625912,0.0,0.0,0.0,0,False,False,False,False,True,1
330,184017.68,0.0,0.0,5542401.98,5726419.66,0,False,True,False,False,False,0
369,19198.53,5650.0,0.0,0.0,0.0,0,False,False,False,True,False,0
528,311234.46,311234.46,0.0,978976.44,1290210.9,0,False,True,False,False,False,1
15,118514.71,0.0,0.0,470348.05,843716.5,0,False,True,False,False,False,0
38,1168582.38,15647.0,0.0,5170697.04,6339279.42,0,False,False,False,False,True,0
303,351151.73,19909.0,0.0,887828.48,1238980.22,0,False,False,False,False,True,0
341,806596.2304856606,806596.2304856606,0.0,0.0,806596.2304856606,0,False,True,False,False,False,1
227,11291.15,0.0,0.0,0.0,0.0,0,False,False,False,True,False,0
442,26842.118770591802,26842.118770591802,0.0,81569.54543765985,108411.66420825166,0,False,True,False,False,False,1
552,21920.560838661902,21920.560838661902,0.0,0.0,21920.560838661902,0,False,True,False,False,False,1
179,611402.86,0.0,0.0,13035620.5,13647023.36,0,False,True,False,False,False,0
287,6030642.980501697,6030642.980501697,0.0,0.0,0.0,0,False,False,False,False,True,1
315,1166811.9604167067,1166811.9604167067,0.0,190773.0086979469,1357584.9734160327,0,False,True,False,False,False,1
249,2878.92,4452.0,1573.08,0.0,0.0,0,False,False,False,True,False,0
70,266766.78,266766.78,0.0,0.0,0.0,0,False,False,False,False,True,1
301,95389.88,5036.0,100425.88,368914.78,273524.89,0,True,False,False,False,False,0
266,10000000.0,10000000.0,0.0,0.0,10000000.0,0,False,True,False,False,False,1
397,7505686.216883348,7505686.216883348,0.0,25485.320897204627,7531171.540335483,0,False,True,False,False,False,1
164,19355.93,7387.61,0.0,0.0,0.0,0,False,False,False,True,False,0
542,2625588.567360754,2625588.567360754,0.0,0.0,0.0,0,False,False,False,False,True,1
206,69375.04,0.0,0.0,12403594.8,12472969.84,0,False,True,False,False,False,0
141,11152.32,0.0,0.0,0.0,0.0,0,False,False,False,True,False,0
668,1467980.7686404637,1467980.7686404637,0.0,0.0,1467980.7686404637,0,False,True,False,False,False,1
499,7061303.570223177,7061303.570223177,0.0,0.0,0.0,0,False,False,False,False,True,1
140,5770.54,2078.0,0.0,0.0,0.0,0,False,False,False,True,False,0
174,848617.9645042053,848617.9645042053,0.0,263689.50547443726,1112307.478501483,0,False,True,False,False,False,1
131,6738.75,0.0,0.0,0.0,0.0,0,False,False,False,True,False,0
429,5154679.009812292,5154679.009812292,0.0,0.0,0.0,0,False,False,False,False,True,1
457,338108.08026176103,338108.08026176103,0.0,0.0,0.0,0,False,False,False,False,True,1
298,41023.5,413769.16,372745.66,0.0,0.0,0,False,False,False,True,False,0
692,189216.49663060327,189216.49663060327,0.0,848034.9217003526,1037251.4183309558,0,False,True,False,False,False,1
42,21729.43,27028.1,5298.67,0.0,0.0,0,False,False,False,True,False,0
641,292835.60908759566,292835.60908759566,0.0,0.0,0.0,0,False,False,False,False,True,1
308,389451.57,271175.78,0.0,497365.78,886817.35,0,False,False,False,False,True,0
281,4161426.1786811077,4161426.1786811077,0.0,0.0,0.0,0,False,False,False,False,True,1
321,463283.77,28918.0,0.0,0.0,463283.77,0,False,True,False,False,False,0
185,199219.08,12081630.96,12280850.03,1301159.41,1101940.33,0,True,False,False,False,False,0
212,24599.64,0.0,0.0,0.0,0.0,0,False,False,False,True,False,0
551,1669143.57,1669143.57,0.0,0.0,0.0,0,False,False,False,False,True,1
518,907392.0851358202,907392.0851358202,0.0,2292310.124267031,3199702.2094028513,0,False,True,False,False,False,1
302,234023.69,18514.0,252537.69,0.0,0.0,0,True,False,False,False,False,0
333,642514.3881895171,642514.3881895171,0.0,0.0,642514.3881895171,0,False,True,False,False,False,1
321,300126.19,0.0,0.0,835558.5,1135684.69,0,False,True,False,False,False,0
580,2925111.67,2925111.67,0.0,0.0,2925111.67,0,False,True,False,False,False,1
406,19797.71,83333.66,63535.96,0.0,0.0,0,False,False,False,True,False,0
41,89005.85,30203.0,0.0,792308.07,881313.92,0,False,True,False,False,False,0
36,14268.36,3964561.61,3978829.96,1953850.78,2041823.39,0,True,False,False,False,False,0
378,106115.91,0.0,0.0,13670502.55,13776618.47,0,False,False,False,False,True,0
328,43463.68,33994.19,0.0,0.0,0.0,0,False,False,False,True,False,0
229,767797.5130909982,767797.5130909982,0.0,0.0,0.0,0,False,False,False,False,True,1
381,8693.69,198468.0,189774.31,0.0,0.0,0,False,False,False,True,False,0
279,601222.02,601222.02,0.0,0.0,601222.02,0,False,True,False,False,False,1
210,57454.37622640274,57454.37622640274,0.0,0.0,0.0,0,False,False,False,False,True,1
182,94097.41,1782404.85,1876502.26,1032595.77,938498.36,0,True,False,False,False,False,0
303,1614266.2781398462,1614266.2781398462,0.0,9789.789612962653,1624056.0732460462,0,False,True,False,False,False,1
43,43427.51,1318.0,44745.51,1866755.57,1823328.06,0,True,False,False,False,False,0
134,269546.85,5218.0,0.0,1571246.9,1840793.75,0,False,True,False,False,False,0
10,2117.75,4703963.13,4701845.37,0.0,0.0,0,False,False,False,True,False,0
400,97254.78,0.0,0.0,409330.88,506585.66,0,False,False,False,False,True,0
380,549560.69,0.0,0.0,4112095.64,4661656.32,0,False,True,False,False,False,0
278,1227.15,1494347.37,1493120.22,0.0,0.0,0,False,False,False,True,False,0
35,9455.33,105323.0,95867.67,4841322.4,4850777.72,0,False,True,False,False,False,0
211,1798613.765227993,1798613.765227993,0.0,596825.850620167,2395439.6125046355,0,False,True,False,False,False,1
354,1860957.484765092,1860957.484765092,0.0,599302.8285000757,2460260.3056967193,0,False,True,False,False,False,1
226,259525.36,0.0,0.0,666493.15,926018.51,0,False,True,False,False,False,0
19,15210.56,31970.0,16759.44,0.0,0.0,0,False,False,False,True,False,0
589,4247.26,0.0,0.0,0.0,0.0,0,False,False,False,True,False,0
675,43440.97,43440.97,0.0,0.0,0.0,0,False,False,False,False,True,1
140,142282.15,0.0,0.0,1653114.73,1667315.57,0,False,True,False,False,False,0
396,513542.54502941197,513542.54502941197,0.0,0.0,0.0,0,False,False,False,False,True,1
181,3217552.962477017,3217552.962477017,0.0,0.0,0.0,0,False,False,False,False,True,1
659,1321984.45,1321984.45,0.0,0.0,1321984.45,0,False,True,False,False,False,1
614,55426.57,1000.0,0.0,0.0,55426.57,0,False,True,False,False,False,0
22,33697.77,0.0,0.0,0.0,0.0,0,False,False,False,True,False,0
275,25687.7,0.0,0.0,47071.0,72758.71,0,False,True,False,False,False,0
677,10000000.0,10000000.0,0.0,2518795.660603294,12518795.660603294,0,False,True,False,False,False,1
367,116903.43226722768,116903.43226722768,0.0,0.0,116903.43226722768,0,False,True,False,False,False,1
42,13263.81,0.0,0.0,0.0,0.0,0,False,False,False,True,False,0
188,143170.66,21910.0,0.0,2499735.07,2642905.74,0,False,True,False,False,False,0
200,556572.7811209396,556572.7811209396,0.0,0.0,0.0,0,False,False,False,False,True,1
326,15489.66,22403.0,6913.34,0.0,0.0,0,False,False,False,True,False,0
277,1639.22,18367.0,16727.78,0.0,0.0,0,False,False,False,True,False,0
284,3259184.52,0.0,0.0,6420072.83,9679257.35,0,False,False,False,False,True,0
380,221451.15,0.0,0.0,1850634.18,2072085.33,0,False,True,False,False,False,0
373,149136.36,25119284.99,25268421.35,3931052.59,4012827.55,0,True,False,False,False,False,0
354,18401.71,561.0,0.0,0.0,0.0,0,False,False,False,True,False,0
385,627088.33,627088.33,0.0,0.0,0.0,0,False,False,False,False,True,1
211,239702.18,156421.0,396123.18,20740.58,0.0,0,True,False,False,False,False,0
396,2108001.338394407,2108001.338394407,0.0,0.0,0.0,0,False,False,False,False,True,1
208,134861.82,134861.82,0.0,0.0,0.0,0,False,False,False,False,True,1
543,10000000.0,10000000.0,0.0,5988002.803743788,15988002.803743787,0,False,True,False,False,False,1
174,581015.5679287972,581015.5679287972,0.0,346834.1615180468,927849.7194468441,0,False,True,False,False,False,1
235,926718.7775747118,926718.7775747118,0.0,0.0,0.0,0,False,False,False,False,True,1
227,80244.0821296276,80244.0821296276,0.0,0.0,0.0,0,False,False,False,False,True,1
58,44725.70257076512,44725.70257076512,0.0,578.3881650829808,0.0,0,False,True,False,False,True,1
179,418479.52,2637.0,0.0,235924.89,654404.4,0,False,True,False,False,False,0
227,259.12,0.0,0.0,0.0,0.0,0,False,False,False,True,False,0
398,10478.64,788.0,0.0,376309.55,386788.19,0,False,True,False,False,False,0
297,226215.1,559780.31,785995.4,919557.71,693342.61,0,True,False,False,False,False,0
572,151715.39,151715.39,0.0,1091370.69,1243086.09,0,False,True,False,False,False,1
40,2757431.53,2757431.53,0.0,0.0,2757431.53,0,False,True,False,False,False,1
286,2674794.22,2674794.22,0.0,0.0,0.0,0,False,False,False,False,True,1
380,31347.99471903435,31347.99471903435,0.0,0.0,31347.99471903435,0,False,True,False,False,False,1
567,121232.8593494796,121232.8593494796,0.0,0.0,0.0,0,False,False,False,False,True,1
377,23921.699548355267,23921.699548355267,0.0,3283773.1774288393,3307694.8801730378,0,False,True,False,False,False,1
47,827921.27,827921.27,0.0,1025081.63,1853002.91,0,False,True,False,False,False,1
9,25762.16,6385805.28,6411567.44,40163.0,14400.84,0,True,False,False,False,False,0
258,549120.4306306876,549120.4306306876,0.0,0.0,0.0,0,False,False,False,False,True,1
397,852.23,0.0,0.0,0.0,0.0,0,False,False,False,True,False,0
661,6695070.79,6695070.79,0.0,4177322.28,10872393.07,0,False,True,False,False,False,1
235,32562.89,0.0,0.0,314078.36,346641.25,0,False,True,False,False,False,0
339,2984262.6683782376,2984262.6683782376,0.0,0.0,0.0,0,False,False,False,False,True,1
331,3096.94,388.0,0.0,0.0,0.0,0,False,False,False,True,False,0
235,42534.76,21885400.76,21927935.52,1027894.61,985359.86,0,True,False,False,False,False,0
319,92545.17,92545.17,0.0,0.0,0.0,0,False,False,False,False,True,1
214,1913191.831512465,1913191.831512465,0.0,470048.9958135395,2383240.827326004,0,False,True,False,False,False,1
419,269827.87,176188.0,446015.87,1305775.32,1035947.45,0,True,False,False,False,False,0
354,658001.3183851561,658001.3183851561,0.0,0.0,0.0,0,False,False,False,False,True,1
581,1298826.1960058191,1298826.1960058191,0.0,0.0,0.0,0,False,False,False,False,True,1
313,54841.51,10692.0,0.0,0.0,54841.51,0,False,False,False,False,True,0
685,537539.97,537539.97,0.0,0.0,0.0,0,False,False,False,False,True,1
647,1408461.994164006,1408461.994164006,0.0,545791.4098763531,1954253.4040403592,0,False,True,False,False,False,1
288,5819066.682710487,5819066.682710487,0.0,0.0,0.0,0,False,False,False,False,True,1
132,96314.57,232609.0,136294.43,358471.43,454786.0,0,False,True,False,False,False,0
380,329514.37,0.0,0.0,1503280.12,1690538.74,0,False,True,False,False,False,0
162,112709.65,6347578.17,6460287.82,561106.47,448396.82,0,True,False,False,False,False,0
370,408257.1,0.0,0.0,1017637.08,1425894.18,0,False,True,False,False,False,0
528,15080.015386001314,15080.015386001314,0.0,0.0,0.0,0,False,False,False,False,True,1
277,16559.9,571239.0,554679.1,0.0,0.0,0,False,False,False,True,False,0
490,27718.03,8344.0,0.0,581722.32,609440.34,0,False,True,False,False,False,0
458,43408.437504752124,43408.437504752124,0.0,0.0,0.0,0,False,False,False,False,True,1
347,6950.42,40754.0,33803.58,1529293.15,1536243.57,0,False,True,False,False,False,0
186,3091.06,11748.0,8656.94,0.0,0.0,0,False,False,False,True,False,0
260,4079.61,606470.0,602390.39,0.0,0.0,0,False,False,False,True,False,0
2,2391.38,38902.0,36510.62,0.0,0.0,0,False,False,False,True,False,0
33,362714.96,6523.76,0.0,6197402.09,6560117.04,0,False,True,False,False,False,0
43,126250.77,0.0,0.0,146973.74,273224.51,0,False,False,False,False,True,0
261,451756.4815278211,451756.4815278211,0.0,119139.16044009852,570895.6409076478,0,False,True,False,False,False,1
209,1516823.73,1516823.73,0.0,386329.46,1903153.19,0,False,True,False,False,False,1
507,2101315.1323065297,2101315.1323065297,0.0,0.0,2101315.1323065297,0,False,True,False,False,False,1
299,108913.15976074114,108913.15976074114,0.0,0.0,0.0,0,False,False,False,False,True,1
122,222086.27105066835,222086.27105066835,0.0,0.0,0.0,0,False,False,False,False,True,1
298,204227.8800471931,204227.8800471931,0.0,1320516.011938156,1524743.8835454872,0,False,True,False,False,False,1
330,437653.6,144809.18,0.0,5370985.91,5808639.52,0,False,True,False,False,False,0
10,35127.47,30280.0,0.0,0.0,0.0,0,False,False,False,True,False,0
155,196822.01,3573581.84,3770403.85,769690.16,572868.15,0,True,False,False,False,False,0
